X,HN,APOE,ID,Treatment,Genotype,Sex,Age,Age_Cat,Diet,Stage,Trial,Distance,Time.freezing,Time.mobile,Object1_head.entries,Object1_head.time,Obj1_RI,Object1_latency.to.first.entry,Object1_time.mobile,Object1_time.immobile,Object1...in.zone.oriented.to.centre,Object1_time.freezing,Object2_head.entries,Object2_head.time,Obj2_RI,Object2_latency.to.first.entry,Object2_time.mobile,Object2_time.immobile,Object2...in.zone.oriented.to.centre,Object2_time.freezing,Object3_head.entries,Object3.headtime,Object3_latency.to.first.entry,Object3...in.zone.oriented.to.centre,Object4_head.entries,Object4.headtime,Object4_latency.to.first.entry,Object4...in.zone.oriented.to.centre,Outerzone_head.entries,Outerzone.headtime,Outerzone.distance,Outerzone_latency.to.first.entry,Outerzone_average.speed,Outerzone_time.mobile,Outerzone_time.immobile,Outerzone_time.freezing,Centerzone_head.entries,Centerzone_head.time,Centerzone_distance,Centerzone_latency.to.first.entry,Centerzone_average.speed,Centerzone_time.mobile,Centerzone_time.immobile,Centerzone.time.freezing,Object1Center...head.time.oriented.towards,Object2Center...head.time.oriented.towards,Total_time,Tracked_time,Percentage_time_center,Percentage_time_outerzone
62,1,APOE3,220905-4,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,2,2.899,12.5,74.2,7,4.4,0.411214953,0,3.8,0.6,2,0,9,6.3,0.588785047,0.8,4.6,1.7,3.5,0,6,11.4,25.9,5.5,4,4.5,22.8,0.8,14,57,1.504,5.1,0.022,34.4,32.5,9.5,8,32.7,0.788,0,0.021,31.2,5.4,0,NA,NA,86.7,113,27.61061947,30.44247788
63,1,APOE3,220905-5,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,2,2.738,24.3,56.4,4,2,0.25974026,90.4,2,0,1,0,6,5.7,0.74025974,0,5.7,0,1.3,0,2,1.1,1.7,0.5,1,0.7,92.4,0.5,20,84.5,1.764,3.1,0.018,33.7,63.6,24.3,4,11.3,0.45,0,0.036,12.3,0,0,44.9,52.6,80.7,133.9,9.185959671,25.16803585
64,1,APOE3,220905-6,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,2,3.881,5.3,75.1,4,3.6,0.8,2.6,3.6,0,2.1,0,3,0.9,0.2,1.7,0.9,0,0.6,0,7,8.6,0.6,3.5,3,1,3.5,0.6,19,67.7,1.992,7.6,0.027,37,37.4,3.6,7,28.8,0.907,0,0.031,23.5,5.7,1.6,NA,NA,80.4,108.8,21.59926471,34.00735294
65,1,APOE3,220905-7,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,2,4.415,15.9,82,5,4.4,0.338461538,0,4.4,0,3,0,6,8.6,0.661538462,0.7,5.9,2.7,5.2,0,4,2,2.7,1.6,3,2,4.4,2,20,78.5,3.391,9.4,0.04,54.6,30,13,7,16,0.218,0,0.025,8.6,0,0,NA,NA,97.9,106.2,8.097928437,51.41242938
66,1,APOE3,220905-8,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,2,4.445,18,68.1,4,5.4,0.642857143,11,5.4,0,0.8,0,7,3,0.357142857,0.9,3,0,1.9,0,4,2.5,0,1.1,4,4,9.7,1.3,22,80.5,2.495,3.3,0.03,32.5,51.9,18,10,8.4,0.258,0,0.054,4.7,0,0,NA,NA,86.1,107.1,4.388422035,30.34547152
67,1,APOE3,220905-9,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,2,3.605,10.9,76.3,2,1,0.208333333,8.1,1,0,0.6,0,7,3.8,0.791666667,0.9,2.1,1.7,1.2,0,6,4,5.3,3.1,10,20.1,47.2,5.6,23,56.5,2.069,11.7,0.033,40.6,22.3,1.1,9,18.4,0.438,0,0.027,13.9,2.4,0,14.8,16,87.2,80.3,17.31008717,50.56039851
68,1,APOE2,220905-10,E2HN_M_18monthControl,E2HN,Male,18,Old,Control,Dilutions,2,2.197,63.7,35.1,2,1.4,0.466666667,0,1.4,0,0.2,0,2,1.6,0.533333333,11.1,1.6,0,1.2,0,0,0,NA,0,1,0.1,8.4,0.1,7,109.7,1.667,2.5,0.015,27.4,84.9,63.7,2,4.8,0.281,0,0.053,5.3,0,0,NA,NA,98.8,181.3,2.923331495,15.11307226
69,1,APOE2,220905-11,E2HN_M_18monthControl,E2HN,Male,18,Old,Control,Dilutions,2,1.088,69.4,33.5,1,1.3,0.295454545,1.8,1.3,0,1.2,0,3,3.1,0.704545455,3.9,3.1,0,3,0,1,0.7,0,0,2,0.8,0.7,0.6,6,108.6,0.811,6.1,0.008,21.4,86.5,69.4,5,5.8,0.085,0,0.017,5,0,0,NA,NA,102.9,182.3,2.742731761,11.73889194
70,1,APOE2,220905-12,E2HN_M_18monthControl,E2HN,Male,18,Old,Control,Dilutions,2,0.858,96.1,18.3,1,1.1,0.647058824,0,1.1,0,0.8,0,1,0.6,0.352941176,1.5,0.6,0,0.6,0,1,1.4,3.3,0,0,0,NA,0,3,105.9,0.737,6,0.006,12.3,101.7,96.1,1,4.9,0.084,0,0.015,5.5,0,0,NA,NA,114.4,215.6,2.551020408,5.705009276
71,-1,APOE3,220905-13,E33_F_6monthControl,E33,Female,6,6 Months,Control,Dilutions,2,3.119,23.3,55,1,1.2,0.8,6.8,1.2,0,0.1,0,1,0.3,0.2,2.4,0.3,0,0.1,0,0,0,NA,0,4,1.3,0.7,1,16,103.2,2.679,4,0.024,46.5,65,23.3,2,3.3,0.157,0,0.048,3.3,0,0,41.1,33.7,78.3,138.1,2.389572773,33.67125272
72,-1,APOE3,220905-15,E33_F_6monthControl,E33,Female,6,6 Months,Control,Dilutions,2,7.589,14.1,92.4,11,8.7,0.737288136,0.9,8.7,0,5,0,5,3.1,0.262711864,0,3.1,0,2.8,0,0,0,NA,0,9,7.1,37.7,3,20,76.7,6.52,2.5,0.074,60.3,27.6,14.1,16,24.1,0.331,0,0.033,10,0,0,NA,NA,106.5,112,8.928571429,53.83928571
73,-1,APOE3,220905-16,E33_F_6monthControl,E33,Female,6,6 Months,Control,Dilutions,2,3.783,29.5,54.3,4,2.8,1,0,2.8,0,2.5,0,0,0,0,NA,0,0,0,0,1,0.2,5.6,0.2,2,0.7,83.2,0.2,30,77,3.63,1.6,0.032,48.8,65.7,29.5,2,1.8,0.082,0,0.063,1.3,0,0,NA,NA,83.8,145.3,0.894700619,33.58568479
74,-1,APOE3,220905-14,E33_F_6monthControl,E33,Female,6,6 Months,Control,Dilutions,2,2.313,43.2,40.8,1,0.7,0.5,82,0.7,0,0.7,0,1,0.7,0.5,65.9,0.7,0,0.7,0,0,0,NA,0,0,0,NA,0,14,111.3,2.23,0,0.019,38.6,79.2,43.2,1,0.6,0,NA,NA,0,0,0,NA,NA,84,161,0,23.97515528
75,-1,APOE3,220905-17,E33_F_6monthControl,E33,Female,6,6 Months,Control,Dilutions,2,2.492,21.8,37.2,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,2,0.7,9.8,0.2,20,104.7,2.272,1.2,0.019,34.3,82.8,21.8,1,0.6,0.075,0,0.09,0.8,0,0,41.3,44.8,59,139.7,0.572655691,24.55261274
76,1,APOE4,220905-18,E4HN_M_6monthControl,E4HN,Male,6,6 Months,Control,Dilutions,2,0.709,29.1,25.4,16,6.1,0.85915493,4.1,3.9,2.2,4.4,0,2,1,0.14084507,1.1,1,0,1,0,1,0.7,5.6,0.5,1,0.9,9.1,0.5,25,64.7,0.426,13.6,0.004,11,90.5,29.1,3,12.3,0.128,0,0.011,9,2.9,0,NA,NA,54.5,142.5,6.315789474,7.719298246
77,1,APOE4,220905-19,E4HN_M_6monthControl,E4HN,Male,6,6 Months,Control,Dilutions,2,2.244,22.2,69.7,6,3.8,0.395833333,3.5,3.8,0,3.1,0,8,5.8,0.604166667,0,5.7,0.1,4.3,0,7,7.3,0.9,4.8,4,2.8,6.8,2.6,12,74.2,1.613,34.4,0.02,35.9,45.1,21.6,2,32.1,0.44,0,0.013,30.1,3.1,0,NA,NA,91.9,135.8,22.16494845,26.4359352
78,1,APOE4,220905-20,E4HN_M_6monthControl,E4HN,Male,6,6 Months,Control,Dilutions,2,0.44,75.1,7,0,0,0,NA,0,0,0,0,3,2.1,1,21.5,0.6,1.5,1.1,0,1,0.7,2.8,0.7,3,0.9,1.1,0,9,105.7,0.105,5.4,0.001,2.7,108.9,75.1,1,4.2,0.149,0,0.032,1.8,2.8,0,NA,NA,82.1,191.3,0.940930476,1.411395714
79,-1,APOE4,220905-21,E44_F_6monthControl,E44,Female,6,6 Months,Control,Dilutions,2,0.379,82.4,15.1,0,0,0,NA,0,0,0,0,2,1.5,1,1.4,0.1,1.4,0.6,0,1,0.8,8.4,0.4,1,0.7,7.3,0.7,5,108.3,0.203,11.1,0.002,9,99.8,82.4,1,9.6,0.136,0,0.013,5.1,5.1,0,5.5,4.7,97.5,201.4,2.532274081,4.468718967
80,-1,APOE4,220905-22,E44_F_6monthControl,E44,Female,6,6 Months,Control,Dilutions,2,4.885,11.1,77.4,6,3,0.315789474,7.6,2.9,0.1,1.4,0,9,6.5,0.684210526,2,6.5,0,2.6,0,7,5.1,0.4,2.7,8,5.3,6.5,2.6,23,62.8,1.535,3.6,0.03,24,27,10,15,15.7,0.569,0,0.057,9.9,0,0,NA,NA,88.5,70.9,13.96332863,33.85049365
81,-1,APOE4,220905-23,E44_M_6monthControl,E44,Male,6,6 Months,Control,Dilutions,2,1.955,60.6,47.9,2,2.6,0.764705882,4.2,2.6,0,1.7,0,2,0.8,0.235294118,0,0.8,0,0.3,0,2,2,0.7,0.9,0,0,NA,0,18,96.6,1.56,6.9,0.015,33.6,72.1,60.6,3,5.6,0.11,0,0.02,5.5,0,0,NA,NA,108.5,171.8,3.201396973,19.55762515
82,-1,APOE4,220905-24,E44_M_6monthControl,E44,Male,6,6 Months,Control,Dilutions,2,1.25,69.6,23.6,1,1.1,0.268292683,1.6,1.1,0,0.5,0,4,3,0.731707317,0.6,2.7,0.3,0.7,0,1,0.8,4.5,0.1,1,1,3,0.7,10,104.5,0.845,6.5,0.008,13.7,96.4,69.6,2,6.6,0.261,0,0.043,6.1,0,0,NA,NA,93.2,185.8,3.283100108,7.373519914
83,-1,APOE4,220905-25,E44_M_6monthControl,E44,Male,6,6 Months,Control,Dilutions,2,1.644,51.1,26.6,0,0,0,NA,0,0,0,0,2,1,1,0.8,1,0,1,0,2,1,1.9,0.7,1,0.4,15.5,0.4,14,104.3,1.46,2.8,0.013,22,93.4,51.1,3,2.1,0.097,0,0.038,2.5,0,0,42.6,18.2,77.7,169,1.479289941,13.01775148
84,1,APOE3,220905-26,E3HN_F_6monthControl,E3HN,Female,6,6 Months,Control,Dilutions,2,2.011,41.7,42.4,2,1.1,0.647058824,115.4,1.1,0,0.9,0,1,0.6,0.352941176,13.7,0.6,0,0.3,0,3,1.4,20.3,1.4,4,3.5,1.8,2.3,22,84.2,1.116,5.4,0.011,23.5,75.4,40.2,4,5.8,0.105,0,0.024,4.4,0,0,NA,NA,84.1,143.5,3.066202091,16.37630662
85,1,APOE3,220905-27,E3HN_F_6monthControl,E3HN,Female,6,6 Months,Control,Dilutions,2,3.443,33.8,64.8,4,3.2,0.666666667,0,3.2,0,2,0,1,1.6,0.333333333,79.7,1.6,0,1.3,0,2,1.5,19.4,1.5,3,2.1,21.4,1.5,16,95.7,2.919,1.3,0.027,51.6,55.2,33.8,6,7.3,0.211,0,0.054,3.9,0,0,NA,NA,98.6,144.5,2.698961938,35.70934256
86,1,APOE3,220905-28,E3HN_F_6monthControl,E3HN,Female,6,6 Months,Control,Dilutions,2,3.548,16.1,52.1,2,0.7,0.184210526,16,0.7,0,0.5,0,6,3.1,0.815789474,0,3,0.1,1.3,0,3,2.4,3.4,1.1,4,2.7,12.5,1,28,83.1,1.845,1.5,0.02,26.2,64.8,14.9,3,2.2,0.08,0,0.078,1,0,0,NA,NA,68.2,106.9,0.935453695,24.50888681
87,1,APOE3,220905-29,E3HN_F_6monthControl,E3HN,Female,6,6 Months,Control,Dilutions,2,0.35,74.2,6.2,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,1,0.9,1.3,0.4,0,0,NA,0,2,117.3,0.223,3,0.002,3.2,113.8,74.2,2,1.8,0.095,0,0.036,2.6,0,0,14.7,13.1,80.4,193.8,1.341589267,1.651186791
88,-1,APOE4,220905-1,E44_M_18monthHFD,E44,Male,18,Old,HFD,Dilutions,3,0.759,56.7,20.3,0,0,0,NA,0,0,0,0,4,2.7,1,10.8,0.9,1.8,0.8,0,2,1.1,0,0.7,3,2,1.6,1.3,5,99.6,0.355,4.6,0.004,7.7,86.9,52.4,3,6.4,0.077,0,0.02,3.9,0,0,2.2,4.5,77,150.9,2.584493042,5.102717031
89,-1,APOE4,220905-2,E44_F_18monthHFD,E44,Female,18,Old,HFD,Dilutions,3,1.769,29.1,34.9,0,0,0,NA,0,0,0,0,4,1.6,1,0,1.5,0.1,0.4,0,0,0,NA,0,5,8,0.9,2.9,19,97.3,0.966,7.9,0.033,14.7,14.9,4.3,3,1.8,0.079,0,0.035,2.2,0,0,NA,NA,64,36.1,6.094182825,40.72022161
90,-1,APOE4,220905-3,E44_M_18monthHFD,E44,Male,18,Old,HFD,Dilutions,3,2.773,58.8,35.2,2,2.2,0.666666667,49.9,2.2,0,1.8,0,1,1.1,0.333333333,117.4,1.1,0,0.4,0,1,0.8,3.5,0,0,0,NA,0,5,111.8,2.393,3.9,0.021,27,84.8,58.8,5,3.2,0.098,0,0.048,2,0,0,NA,NA,94,172.6,1.158748552,15.64310545
91,1,APOE3,220905-4,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,3,0.909,69.8,18,0,0,0,NA,0,0,0,0,3,5.9,1,0.4,0,5.9,5.4,4.1,2,1.4,83,0.3,7,5.2,8.3,0.9,12,51.6,0.676,39,0.016,12.9,29.2,26.4,2,34.5,0.074,0,0.002,1.1,36.8,13.5,NA,NA,87.8,119.9,0.917431193,10.7589658
92,1,APOE3,220905-5,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,3,0.347,86.5,6.7,0,0,0,NA,0,0,0,0,2,1.5,1,0.6,1.5,0,0.2,0,0,0,NA,0,3,0.5,3.4,0,10,111.5,0.158,4.9,0.001,1.9,113.3,86.5,2,3.4,0.145,0,0.033,4.4,0,0,92.4,57.4,93.2,206.1,2.134885978,0.921882581
93,1,APOE3,220905-6,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,3,2.504,13.1,46.3,3,2,0.555555556,2.5,2,0,1.5,0,4,1.6,0.444444444,12.8,1.6,0,0.5,0,3,4,1,1.2,6,5.5,25.5,4.5,27,67.6,1.408,4.1,0.019,24.5,47.8,11.9,5,8.7,0.336,0,0.058,5.8,0,0,NA,NA,59.4,90,6.444444444,27.22222222
94,1,APOE3,220905-7,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,3,1.696,59.1,34.5,1,1,1,97.4,1,0,1,0,0,0,0,NA,0,0,0,0,2,1.3,0,0.9,1,0.6,101.5,0.4,18,100.6,1.219,2.5,0.011,26,85.5,59.1,3,3.5,0.104,0,0.05,2.1,0,0,NA,NA,93.6,172.7,1.215981471,15.05500869
95,1,APOE3,220905-8,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,3,2.411,39.7,45.5,0,0,0,NA,0,0,0,0,2,0.9,1,0,0.9,0,0.4,0,0,0,NA,0,1,0.2,7.6,0.2,12,106.5,2.089,4,0.019,37.3,74.5,39.7,2,3.2,0.151,0,0.044,3.4,0,0,NA,NA,85.2,154.9,2.194964493,24.08005165
96,1,APOE3,220905-9,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,3,2.794,13.8,73.4,6,7,0.673076923,3,6.4,0.6,2.9,0,3,3.4,0.326923077,1.4,3.4,0,2.3,0,2,1.6,61.9,0.7,9,9,6,3.5,14,52.6,0.958,7.2,0.016,26.7,33,11.9,12,28,0.894,0,0.031,26.1,3.2,0,15,19.1,87.2,100.9,25.86719524,26.46184341
97,1,APOE2,220905-10,E2HN_M_18monthControl,E2HN,Male,18,Old,Control,Dilutions,3,0.598,100.6,11,0,0,0,NA,0,0,0,0,2,1,1,0,1,0,0.2,0,0,0,NA,0,1,1.1,1.7,0.5,2,115.4,0.439,5.2,0.004,5.7,109,100.6,1,3.6,0.082,0,0.02,4,0,0,NA,NA,111.6,219.3,1.823985408,2.599179207
98,1,APOE2,220905-11,E2HN_M_18monthControl,E2HN,Male,18,Old,Control,Dilutions,3,1.581,59.2,31.7,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,1,0.8,112,0.8,10,114.6,1.338,2.4,0.012,27.1,88.3,59.2,1,0.3,0.04,0,0.037,1.1,0,0,NA,NA,90.9,175.7,0.62606716,15.42401821
99,1,APOE2,220905-12,E2HN_M_18monthControl,E2HN,Male,18,Old,Control,Dilutions,3,0.898,95.7,16.4,2,1.8,1,0.3,1.8,0,0.4,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,0.5,2,0,6,109.2,0.375,4.1,0.003,7.2,103.6,95.7,4,8.1,0.259,0,0.04,6.5,0,0,NA,NA,112.1,213,3.051643192,3.38028169
100,-1,APOE3,220905-13,E33_F_6monthControl,E33,Female,6,6 Months,Control,Dilutions,3,0.895,33.6,13.9,2,0.4,1,6.9,0.4,0,0.4,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,12,110.8,0.735,1.5,0.006,12.4,106.1,33.6,1,0.9,0.091,0,0.088,1,0,0,80.4,74.6,47.5,153.1,0.653167864,8.099281515
101,-1,APOE3,220905-14,E33_F_6monthControl,E33,Female,6,6 Months,Control,Dilutions,3,2.605,36.7,41.7,3,1,1,28.1,1,0,0.7,0,0,0,0,NA,0,0,0,0,0,0,NA,0,2,0.9,0,0,15,106.2,2.364,2.7,0.021,36.6,77.4,36.7,3,0.8,0.067,0,0.039,1.7,0,0,NA,NA,78.4,152.4,1.115485564,24.01574803
102,-1,APOE3,220905-15,E33_F_6monthControl,E33,Female,6,6 Months,Control,Dilutions,3,3.118,39.1,48,2,1.9,1,39.6,1.9,0,1.2,0,0,0,0,NA,0,0,0,0,1,0.4,42.7,0.4,1,0.8,90.8,0.8,20,107.5,2.997,0.6,0.026,45.1,72,39.1,2,0.6,0,0,0,0.3,0,0,NA,NA,87.1,156.5,0.191693291,28.81789137
103,-1,APOE3,220905-16,E33_F_6monthControl,E33,Female,6,6 Months,Control,Dilutions,3,1.459,74.6,19.6,0,0,0,NA,0,0,0,0,1,0.6,1,4.4,0.6,0,0,0,0,0,NA,0,1,0.3,0.4,0,24,80,1.229,1.1,0.01,17,100.4,74.6,1,0.3,0,0,0,0.8,0,0,NA,NA,94.2,192.8,0.414937759,8.817427386
104,-1,APOE3,220905-17,E33_F_6monthControl,E33,Female,6,6 Months,Control,Dilutions,3,0.501,36.4,7.9,1,0.5,1,1.8,0.5,0,0.3,0,0,0,0,NA,0,0,0,0,1,0.4,1.2,0.3,1,0.6,0,0.3,3,116.1,0.293,3.3,0.003,4.6,112.1,36.4,1,2.9,0.169,0,0.057,3,0,0,48.9,91.7,44.3,156.1,1.921844971,2.946828956
105,1,APOE4,220905-18,E4HN_M_6monthControl,E4HN,Male,6,6 Months,Control,Dilutions,3,1.841,12.5,54.6,4,2.7,0.72972973,0.7,2.7,0,2.1,0,1,1,0.27027027,41.8,1,0,0.9,0,2,2,13.8,0.9,2,1.2,37,0.7,19,95.3,1.465,3.6,0.014,37.8,65.4,12.5,5,3.1,0.039,0,0.017,2.3,0,0,NA,NA,67.1,118,1.949152542,32.03389831
106,1,APOE4,220905-19,E4HN_M_6monthControl,E4HN,Male,6,6 Months,Control,Dilutions,3,2.135,50.6,48.4,3,4.4,0.75862069,0,3.9,0.4,3.7,0,2,1.4,0.24137931,2.5,1.4,0,1.4,0,2,1.3,1.1,1.3,5,3.5,6.3,3.1,12,87.2,1.826,14.9,0.018,32.5,69.1,50.6,3,13.9,0.163,0,0.012,11.5,2.5,0,NA,NA,99,166.2,6.919374248,19.55475331
107,1,APOE4,220905-20,E4HN_M_6monthControl,E4HN,Male,6,6 Months,Control,Dilutions,3,2.45,52.9,46.3,1,0.3,1,0.7,0.3,0,0,0,0,0,0,NA,0,0,0,0,1,0.8,31.5,0.2,5,0.8,11.3,0.3,18,102.4,2.153,1.8,0.019,40.1,73.7,52.9,4,1.5,0.067,0,0.046,1.4,0,0,NA,NA,99.2,168.1,0.832837597,23.8548483
108,-1,APOE4,220905-21,E44_F_6monthControl,E44,Female,6,6 Months,Control,Dilutions,3,0.239,95.1,10.7,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,3,1.8,0.7,0,2,111.8,0.031,10.3,0,0.4,109.3,95.1,1,2.3,0.07,0,0.015,4.6,0,0,0.3,0,105.8,209.4,2.196752627,0.191021968
109,-1,APOE4,220905-22,E44_F_6monthControl,E44,Female,6,6 Months,Control,Dilutions,3,2.111,40.4,40.4,2,0.8,0.470588235,11.4,0.8,0,0.8,0,4,0.9,0.529411765,0,0.9,0,0.3,0,0,0,NA,0,10,15.3,9.1,9.4,22,54.3,0.81,13.3,0.012,16.2,50.9,25.1,2,3.5,0.195,86.4,0.06,3.2,0,0,NA,NA,80.8,95.4,3.354297694,16.98113208
110,-1,APOE4,220905-23,E44_M_6monthControl,E44,Male,6,6 Months,Control,Dilutions,3,1.124,61.2,26.3,2,1.6,0.516129032,12.1,1.6,0,1.2,0,1,1.5,0.483870968,0,1.5,0,1.2,0,0,0,NA,0,0,0,NA,0,16,100,0.914,2.7,0.008,21.1,93.7,61.2,2,2.2,0.075,0,0.033,2.3,0,0,NA,NA,87.5,178.3,1.28996074,11.83398766
111,-1,APOE4,220905-24,E44_M_6monthControl,E44,Male,6,6 Months,Control,Dilutions,3,0.554,83.4,10.3,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,1,0.7,0,0.2,0,0,NA,0,5,111.6,0.442,1.4,0.004,8.8,109.7,83.4,1,0.9,0.073,0,0.064,1.1,0,0,NA,NA,93.7,203,0.541871921,4.334975369
112,-1,APOE4,220905-25,E44_M_6monthControl,E44,Male,6,6 Months,Control,Dilutions,3,0.903,72.7,18.3,1,0.5,0.217391304,1.1,0.5,0,0,0,2,1.8,0.782608696,99.6,1.8,0,1.2,0,3,1.5,0,1.2,0,0,NA,0,10,95.1,0.744,2.4,0.006,14.1,101.7,72.7,3,3.1,0.09,0,0.043,2.1,0,0,44.6,62,91,190.6,1.101783841,7.397691501
113,1,APOE3,220905-26,E3HN_F_6monthControl,E3HN,Female,6,6 Months,Control,Dilutions,3,1.286,51.7,32.2,1,1.2,0.631578947,3.4,1.2,0,0,0,2,0.7,0.368421053,0.7,0.7,0,0.5,0,2,0.5,2.2,0.1,1,0.3,33.7,0.3,10,108.3,1.027,5.6,0.009,24.1,87.8,51.7,3,5.1,0.104,0,0.02,5.3,0,0,NA,NA,83.9,168.9,3.137951451,14.26879811
114,1,APOE3,220905-27,E3HN_F_6monthControl,E3HN,Female,6,6 Months,Control,Dilutions,3,0.858,81.4,23.1,0,0,0,NA,0,0,0,0,1,0.4,1,0.6,0.4,0,0.1,0,0,0,NA,0,1,0.6,100.9,0.6,2,114.8,0.71,2.4,0.006,20.7,96.9,81.4,1,1.1,0.039,0,0.027,1.5,0,0,NA,NA,104.5,200.5,0.748129676,10.32418953
115,1,APOE3,220905-28,E3HN_F_6monthControl,E3HN,Female,6,6 Months,Control,Dilutions,3,1.928,30.9,33.1,1,0.7,0.411764706,1.5,0.7,0,0,0,2,1,0.588235294,10.9,0.5,0.5,0.7,0,2,1.4,0.3,1.1,0,0,NA,0,21,87.6,1.24,2.6,0.011,22.9,86.7,30.9,2,1.3,0.141,0,0.062,2.3,0,0,NA,NA,64,142.8,1.610644258,16.03641457
116,1,APOE3,220905-29,E3HN_F_6monthControl,E3HN,Female,6,6 Months,Control,Dilutions,3,0.429,64.3,10.2,1,0.5,1,2.9,0.5,0,0,0,0,0,0,NA,0,0,0,0,1,0.9,0,0,0,0,NA,0,4,112.9,0.263,2,0.002,5.7,109.8,64.3,1,0.1,0.048,0,0.033,1.5,0,0,54.1,41.4,74.5,181.3,0.82735797,3.143960287
117,-1,APOE4,220905-1,E44_M_18monthHFD,E44,Male,18,Old,HFD,Dilutions,4,1.564,39.4,35.2,2,1,0.056497175,99.4,1,0,0.3,0,9,16.7,0.943502825,3.1,1.9,14.7,15,10.1,2,5.2,0.9,2,0,0,NA,0,10,44.7,0.655,7.6,0.01,14.7,48.5,20.6,5,7.5,0.085,0,0.014,6,0,0,28.2,32.1,74.6,89.8,6.681514477,16.36971047
118,-1,APOE4,220905-2,E44_F_18monthHFD,E44,Female,18,Old,HFD,Dilutions,4,0.631,68.9,11.6,1,0.7,0.411764706,1,0.7,0,0,0,2,1,0.588235294,0.4,1,0,0.5,0,0,0,NA,0,0,0,NA,0,11,109.8,0.281,4.1,0.005,4.3,50.4,30.7,2,1.6,0.081,0,0.041,2,0,0,NA,NA,80.5,87.4,2.288329519,4.919908467
119,-1,APOE4,220905-3,E44_M_18monthHFD,E44,Male,18,Old,HFD,Dilutions,4,3.139,39.1,40.8,2,1.5,1,23.7,1.5,0,1.2,0,0,0,0,NA,0,0,0,0,3,1.9,22.2,1.9,2,1,40.7,0.9,14,102.6,2.968,0,0.027,34,77.2,39.1,7,1.8,0,NA,NA,0,0,0,NA,NA,79.9,150.3,0,22.62142382
120,1,APOE3,220905-4,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,4,0.507,91.6,8.2,0,0,0,NA,0,0,0,0,8,5,1,1.7,0.2,4.8,3.1,1.3,0,0,NA,0,0,0,NA,0,1,88.9,0.335,31.5,0.004,5.3,82.6,71.7,2,29,0.066,0,0.002,0.9,29.1,19.9,NA,NA,99.8,209.5,0.429594272,2.529832936
121,1,APOE3,220905-5,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,4,0.394,88.8,7.8,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,2,0.8,1.9,0.6,1,0.9,0.4,0.6,2,116.1,0.217,4.5,0.002,3.4,112.2,88.8,1,3.1,0.137,0,0.037,3.7,0,0,1.9,6.4,96.6,208.1,1.77799135,1.633829889
122,1,APOE3,220905-6,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,4,1.704,27.6,28.6,1,0.4,0.210526316,61.8,0.4,0,0.1,0,2,1.5,0.789473684,1.6,1.5,0,0.8,0,0,0,NA,0,1,0.2,3,0.2,16,101,1.052,4.4,0.01,19,90.8,27.6,3,3.7,0.282,0,0.069,4.1,0,0,NA,NA,56.2,141.5,2.897526502,13.42756184
123,1,APOE3,220905-7,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,4,0.314,91.1,9.8,1,1,0.769230769,9.8,1,0,0.8,0,1,0.3,0.230769231,5.9,0.3,0,0.3,0,2,1.3,8.1,1,2,1.4,3.9,1,10,69.7,0.07,13.2,0.001,0.7,106.1,89.8,1,11.1,0.175,0,0.014,8,4.1,1.4,NA,NA,100.9,210.1,3.807710614,0.333174679
124,1,APOE3,220905-8,E3HN_M_6monthControl,E3HN,Male,6,6 Months,Control,Dilutions,4,2.479,48.2,46.8,2,2.6,0.702702703,4.6,0.5,2.1,2.1,0,3,1.1,0.297297297,0.2,1.1,0,0.6,0,0,0,NA,0,2,1.3,5.8,0.8,7,105.1,1.925,8.4,0.018,36.3,71,48.2,4,8.3,0.228,0,0.029,5.8,2.2,0,NA,NA,95,163.5,3.547400612,22.20183486
